G,U,X,Y
M,1.017,2.343,2.812
F,12.949,13.013,10.436
M,1.07,2.256,3.476
F,1.015,2.18,3.027
F,2.969,3.702,3.786
F,1.502,3.387,4.682
F,4.726,6.052,6.6
M,8.77,9.516,7.323
F,3.044,3.945,4.673
F,2.952,30.266,19.56
M,1.082,2.148,3.591
F,4.107,6.86,5.524
M,1.134,2.339,3.336
F,8.08,13.133,9.498
F,16.574,19.68,18.322
M,1.721,4.277,3.97
F,2.313,80.296,49.792
M,1.094,2.572,5.92
M,1.43,4.116,4.201
F,18.748,29.087,23.191
M,1.089,2.218,5.594
M,5.574,5.675,7.014
M,1.311,2.297,3.009
M,4.234,4.894,9.105
M,4.379,4.759,4.578
F,2.843,3.853,6.857
M,3.712,4.438,4.613
M,1.164,2.18,7.656
M,5.288,6.061,5.065
M,1.532,2.884,3.477
F,3.731,8.58,8.113
F,1.142,11.661,8.722
M,5.274,5.499,4.724
F,50.683,510.521,307.86
F,1.127,3.315,3.58
M,1.049,3.344,4.229
F,1.75,3.576,4.108
F,7.162,7.865,6.79
F,2.802,9.75,8.168
F,1.31,2.56,3.049
F,2.846,4.022,3.882
F,3.69,11.861,10.516
M,7.673,7.832,6.657
M,3.239,4.068,3.891
F,1.565,2.832,3.646
F,1.155,4.408,5.05
F,5.82,6.052,5.402
F,2.725,15.442,10.874
M,1.728,3.574,3.721
M,2.806,3.48,4.53
M,4.269,5.175,4.891
F,15.673,14.051,12.857
F,1.078,3.362,3.674
M,3.715,4.534,4.443
M,4.059,4.735,4.485
F,1.265,2.564,3.288
M,1.962,3.782,4.285
F,2.184,3.839,9.565
F,1.192,2.197,2.734
F,14.768,14.834,18.47
M,165.147,133.337,81.465
M,2.085,3.632,3.719
M,3.162,4.728,4.285
M,1.787,2.64,4.679
M,1.369,2.39,2.931
M,1.39,2.532,3.074
M,2.442,5.978,5.093
F,1.05,9.876,8.004
M,4.166,4.686,4.233
F,5.506,35.128,24.019
M,9.276,8.801,6.879
M,10.002,9.541,7.176
M,22.234,19.269,13.202
M,1.007,2.206,4.316
M,2.44,3.255,4.21
M,7.354,7.297,6.516
F,1.362,4.691,6.606
M,3.608,4.486,4.387
F,1.252,2.284,3.096
M,2.137,3.096,3.305
F,959.081,769.884,463.719
M,2.427,3.52,4.293
M,3.93,4.415,4.942
F,1.513,2.507,5.12
F,6.639,8.343,7.216
M,1.145,2.245,3.892
F,3.199,4.426,4.325
F,3.998,5.974,5.869
M,1.063,2.426,3.171
F,1.85,2.992,3.223
M,1.704,2.641,3.513
F,3.602,4.85,5.098
F,2.345,3.244,3.406
F,1.655,5.68,4.851
F,2.558,14.27,11.077
F,2.468,3.244,4.754
F,1.331,3.761,3.796
M,1.922,3.074,3.462
M,1.032,2.7,3.543
M,2.392,4.51,4.177
F,1.129,2.236,4.138
F,2.634,3.652,3.835
M,1.265,2.525,3.392
M,1.753,3.406,4.97
F,1.602,4.44,4.514
F,6.077,6.107,5.441
M,13.154,12.978,10.218
F,4.464,25.555,17.653
F,2.185,121.956,74.639
M,1.713,2.809,3.664
M,1.848,2.741,3.325
F,2.359,3.6,6.173
F,1.112,4.556,5.501
M,1.132,2.313,3.319
M,18.956,18.302,12.405
M,4.783,5.096,4.472
M,1.456,2.625,3.209
M,1.311,3.008,3.372
M,6.793,7.425,6.001
F,2.547,15.274,12.488
M,2.757,4.077,4.647
M,1.283,2.782,3.189
M,1.26,3.018,4.711
M,1.344,3.426,3.679
M,1.038,2.044,2.946
F,4.008,4.737,6.089
F,29.334,32.052,20.83
M,2.774,5.272,6.456
M,1.38,2.475,3.068
M,1.149,2.644,3.772
F,1.509,9.773,7.696
F,1.157,2.537,3.023
F,2.255,3.211,3.648
M,1.025,2.512,3.554
F,1.118,2.962,3.288
F,4.328,77.138,47.938
F,1.421,6.834,7.254
M,61.993,51.388,33.245
F,4.877,6.554,5.338
F,3.577,4.123,5.204
F,1.53,5.965,5.099
M,1.786,2.649,3.511
F,3.036,6.875,7.878
F,1.022,7.816,7.852
M,1.138,2.278,3.459
M,9.079,8.696,7.593
M,1.276,5.068,4.995
M,1.552,2.536,3.584
M,4.088,4.483,4.451
M,4.953,5.253,5.61
M,3.419,4.075,3.859
M,1.082,4.103,4.228
M,1.451,4.072,4.713
M,1.071,2.274,3.045
F,1.136,2.249,13.971
M,1.231,3.24,3.43
F,1.086,3.758,18.042
M,1.014,8.431,6.492
F,6.485,6.967,5.655
F,1.06,2.243,4.086
M,2.226,5.325,4.619
F,1.144,2.532,3.056
M,5.228,5.969,5.903
M,41.736,34.919,23.272
M,53.288,44.614,28.582
M,3.268,5.17,4.622
F,3.841,5.256,6.328
M,1.551,3.462,3.996
M,43.906,36.677,23.448
M,1.072,2.405,3.009
M,15.712,13.945,10.136
F,11.354,11.101,8.792
M,3.106,4.297,5.091
F,2.101,6.422,5.95
F,3.342,4.006,4.134
F,2.528,3.424,4.429
M,12.962,11.588,8.363
M,1.033,2.971,3.527
F,4.078,14.122,10.346
M,1.269,2.509,3.532
M,1.01,2.536,3.153
F,1.616,2.734,3.174
F,3.158,4.487,5.31
M,1.306,2.496,3.26
F,1.787,3.901,4.48
M,2.356,3.809,4.392
M,10.876,10.402,7.703
F,1.118,3.174,4.685
F,235.93,198.113,122.016
F,1.589,6.4,5.313
M,1.668,2.757,3.066
M,10.928,10.113,7.736
M,1.348,2.45,4.234
F,2.896,1493.749,897.756
F,1.097,2.632,4.022
M,6.567,6.708,5.522
M,5.095,6.232,7.467
M,5.586,6.051,6.673
M,2.401,3.72,6.446
F,1.371,6.274,5.261
F,1.309,2.474,3.147
F,1.027,4.956,4.508
M,2.071,2.862,3.592
M,5.648,6.516,6.987
F,1.39,576.788,347.611
M,1.9,2.739,3.316
M,2.573,4.146,5.725
M,4.78,5.306,4.707
F,1.15,4.812,5.623
F,2.694,3.501,5.796
F,2.248,3.01,3.406
M,4.723,5.027,4.492
M,22.05,24.809,16.583
M,1.456,2.689,6.31
M,4.672,4.962,4.915
M,6.134,6.47,5.385
F,2.322,3.766,5.008
M,24.77,21.329,14.267
M,4.361,4.85,4.361
F,1.085,2.221,2.928
F,2.141,15.794,11.067
F,5.311,6.271,6.082
F,1.21,2.236,9.874
M,2.279,3.599,3.674
F,1.149,45.596,29.204
M,4.679,5.038,5.248
F,3.634,5.198,4.557
F,1.579,2.595,13.433
M,3.564,4.392,4.221
M,1.275,2.534,4.318
F,4.417,4.835,5.854
F,1.391,3.253,3.53
F,1.552,3.482,3.606
F,2.281,4.004,4.737
M,27.52,24.222,16.945
M,1.784,2.919,3.597
M,1.039,2.167,2.85
F,1.392,13.607,10.746
F,1.254,4.663,4.302
F,1.633,7.124,9.115
M,4.849,5.694,5.554
F,1.674,4.173,4.032
F,2.84,13.111,9.268
F,2.532,3.399,3.594
F,7.78,23.055,15.539
F,8.328,10.522,7.843
M,4.097,4.616,6.343
F,1.176,2.459,2.934
M,1.332,2.494,3.001
F,1.764,34.991,22.935
M,52.525,43.424,27.989
F,4.093,7.916,6.756
F,1.74,2.883,3.869
F,1.842,4.147,4.295
F,1.431,2.833,3.112
M,1.537,2.8,3.165
M,2.468,3.938,4.873
F,2.026,3.626,4.044
F,1.406,2.612,3.467
F,1.696,7.382,6.862
M,3.631,4.607,4.647
M,1.718,2.706,3.054
M,17.691,16.098,13.696
M,1.762,6.054,5.097
F,11.814,11.522,10.797
M,1.541,2.455,4.04
M,3.765,7.978,6.64
F,1.566,2.501,3.118
M,3.026,4.24,5.041
F,1.454,2.87,5.772
F,1.324,17.301,12.698
M,1.291,3.62,3.933
F,2.29,5.064,4.788
F,1.892,3.423,4.287
F,3.989,10.158,7.508
M,8.106,7.822,8.613
M,1.695,3.566,5.157
F,1.069,2.49,4.063
M,1.054,2.347,3.513
M,1.031,2.064,2.696
F,1.044,3.608,4.069
F,1.318,2.848,3.498
M,3.256,3.981,3.952
M,1.44,2.358,5.038
F,1.363,2.855,3.274
F,3.519,7.064,9.394
M,1.482,2.466,3.003
F,9.339,9.725,7.645
M,1.817,2.672,3.07
M,17.425,15.14,10.595
M,1.167,3.17,3.745
F,1.611,9.508,7.664
M,2.118,2.945,3.822
F,1.206,2.595,8.191
M,1.707,2.57,3.682
F,5.96,24.76,16.585
F,1.74,2.916,3.783
F,1.24,2.461,2.958
M,4.255,5.887,5.538
F,1.473,6.301,5.188
M,3.925,4.447,4.643
F,1.049,9.951,7.47
M,1.71,3.053,4.322
M,133.973,108.701,66.634
F,1.821,2.924,3.646
M,1.852,4.409,4.277
F,2.831,5.463,5.074
M,1.709,2.663,3.283
F,1.567,2.479,3.195
M,1.401,2.432,3.444
F,1.766,5.695,5.622
M,2.271,3.272,4.337
F,5.885,6.463,12.586
F,1.586,3.504,6.796
F,1.362,10.472,7.804
M,1.087,2.444,3.242
M,1.383,4.442,4.628
F,1.024,2.308,4.289
F,5.535,5.913,5.515
M,1.058,2.686,3.392
F,2.302,4.81,4.678
M,12.215,11.257,8.431
M,6.061,6.424,5.284
M,1.532,5.567,7.263
M,1.502,2.933,4.039
F,2.453,24.986,27.098
F,1.063,2.224,3.254
M,1.288,3.191,4.281
F,1.254,2.856,3.147
M,1.054,2.181,2.756
M,1.454,2.917,3.191
M,2.755,3.624,4.039
F,1.003,4.213,7.085
M,1.849,2.693,3.951
F,2.145,5.201,5.053
F,2.895,3.995,6.29
M,1.337,2.346,3.281
M,1.64,2.843,3.176
M,2.786,3.497,3.957
M,6.911,8.281,6.49
F,1.653,3.005,3.522
F,1.311,18.121,13.562
M,1.584,4.146,3.921
M,2.39,3.858,3.717
F,1.062,2.769,6.32
F,1.851,4.773,4.491
F,2.159,3.175,3.423
M,4.002,5.146,4.615
F,1.161,5.216,5.346
F,2.221,3.443,4.105
F,1.126,4.128,4.356
M,33.444,28.118,18.369
M,1.712,2.583,4.133
F,9.837,13.369,10.925
M,1.035,2.274,3.085
F,1.065,9.039,14.309
F,1.143,4.078,4.311
F,18.422,16.625,13.077
M,1.245,2.306,2.952
M,2.917,3.572,3.772
F,3.183,5.324,4.718
F,1.479,3.298,3.479
M,1.174,3.468,3.489
M,1.427,3.831,3.717
M,3.549,4.055,4.164
M,4.729,5.014,5.153
M,4.142,4.692,5.817
F,1.729,5.426,4.7
F,1.034,2.428,2.965
F,2.077,3.441,8.855
M,4.072,4.562,4.23
F,7.919,8.685,10.257
M,3.743,4.985,7.336
F,1.436,7.369,5.883
F,2.387,4.024,4.267
M,3.267,4.208,4.106
M,1.749,2.792,3.62
F,1.047,2.835,5.023
M,1.121,2.618,3.189
F,2.31,4.78,4.282
F,1.125,5.291,4.781
M,1.364,5.392,5.111
M,4.837,5.418,5.065
M,4.016,4.755,4.473
M,3.762,4.353,4.601
F,2.399,3.435,4.024
F,6.132,6.42,5.782
F,4.968,17.628,13.371
M,1.362,2.708,3.134
M,1.248,2.312,2.838
M,3.204,4.41,4.2
F,1.187,3.634,3.704
F,2.41,4.28,8.503
F,1.425,2.48,3.194
F,1.617,4.48,6.291
F,6.073,10.447,8.244
M,1.383,2.797,4.557
F,8.044,8.134,6.581
F,1.225,18.743,13.433
F,1.441,8.49,8.143
F,1.715,8.762,7.817
M,16.259,16.568,11.727
F,1.717,4.963,6.565
M,1.923,2.877,3.615
F,1.161,2.261,4.293
F,3.912,4.85,4.621
F,1.221,23.023,15.269
M,4.026,5.526,7.849
F,3.513,6.27,5.351
F,2.334,4.479,4.261
M,1.044,2.623,4.255
M,2.523,3.264,5.076
F,1.821,4.527,4.582
M,1.05,3.891,3.805
F,2.037,11.659,8.613
F,40.43,33.773,21.872
F,1.834,2.84,3.613
F,1.593,2.63,11.497
M,12.505,14.304,10.374
M,3.576,4.514,5.499
F,3.627,5.867,6.028
F,4.573,6.874,7.658
M,4.678,5.162,5.109
F,32.789,33.307,21.595
F,5.009,14.33,10.019
M,1.669,2.769,3.251
M,1.719,2.59,3.196
M,12.244,11.16,8.812
F,18.113,19.124,12.912
F,1.445,8.137,7.25
F,10.868,10.783,10.446
F,3.512,6.277,8.026
F,1.265,4.73,5.515
F,2.07,3.95,4.211
F,2.617,13.337,9.666
M,1.33,4.022,4.96
F,1.325,2.45,3.554
F,2.581,3.278,3.963
M,2.214,3.661,3.696
F,1.195,2.968,3.406
F,1.499,4.828,5.734
M,56.113,46.186,30.047
M,1.349,2.478,2.937
F,1.104,4.092,4.075
F,2.247,3.566,4.493
F,2.388,38.83,25.062
M,1.764,2.668,3.017
F,1.03,2.16,3.365
M,1.216,2.538,3.203
F,1.063,2.316,4.115
F,6.156,10.032,7.467
M,1.574,3.838,4.366
M,1.516,2.51,2.908
M,6.085,6.608,5.534
M,1.141,2.655,3.208
M,2.71,3.576,3.845
F,1.035,8.087,6.555
M,1.06,2.306,2.848
M,1.459,2.495,3.718
F,1.152,2.602,6.633
F,2.449,3.406,4.254
F,1.38,4.033,3.903
M,11.156,10.132,7.525
F,1.501,2.73,3.161
F,4.773,6.044,6.474
M,1.454,2.497,3.761
M,2.097,4.982,4.488
M,8.049,8.054,8.68
F,1.889,7.75,6.772
F,14.672,13.695,11.539
M,1.332,2.326,2.835
F,6.922,16.245,16.342
F,15.368,14.489,11.014
F,1.001,9.163,7.379
F,1.637,33.68,21.786
M,9.786,9.476,7.462
M,3.519,5.14,7.885
F,1.204,4.318,4.093
M,2.277,3.114,3.277
F,15.475,14.489,10.187
M,7.884,7.673,6.906
F,2.465,5.103,6.612
M,3.566,6.35,6.201
F,2.835,3.737,3.732
M,6.629,8.031,6.531
F,1.734,6.034,7.122
F,2.218,4.156,4.139
F,1.734,4.604,7.523
M,1.442,4.396,4.304
F,1.812,3.248,3.635
F,114.303,92.873,57.245
F,1.886,3.712,5.759
F,1.824,6.718,5.525
M,1.89,3.028,3.327
F,1.502,3.034,3.954
F,1.644,3.097,6.126
F,1.749,15.13,10.654
F,1.403,3.029,3.456
F,2.475,16.828,12.386
M,1.022,2.137,2.741
F,3.799,5.032,4.614
F,115.708,93.937,57.974
M,1.053,3.066,3.495
M,1.711,2.574,4.27
M,2.32,3.108,3.336
M,5.268,7.533,6.346
F,2.92,4.38,4.72
M,1.064,2.147,3.024
M,3.776,4.781,5.298
F,1.337,12.4,9.374
F,1.586,3.431,3.641
M,2.564,3.349,4.453
F,2.498,3.947,3.995
M,69.203,56.768,35.513
M,1.611,5.493,4.945
M,3.368,4.335,4.086
M,7.105,6.895,5.734
F,6.327,6.88,5.57
F,1.275,2.389,3.453
F,1.845,10.012,9.28
F,40.985,34.527,22.452
M,1.223,2.227,3.154
F,1.361,2.884,3.137
F,14.039,12.624,9.968
M,2.167,3.433,3.956
M,8.86,8.819,6.721
F,1.312,19.284,13.368
F,1.619,2.592,3.041
F,1.948,3.947,3.792
M,16.27,14.233,10.782
M,1.013,2.719,4.585
M,1.207,3.104,5.471
F,2.114,7.705,7.396
F,16.936,24.86,16.664
M,1.455,2.867,4.073
M,3.463,4.191,4.445
F,9.281,9.349,7.048
F,1.095,515.085,310.515
M,1.578,2.578,3.039
F,1.764,3.859,4.322
M,1.105,2.466,3.119
M,48.623,40.278,25.633
M,1.278,2.415,3.789
M,1.236,2.341,2.865
M,10.922,10.009,7.827
M,1.443,2.489,3.033
F,1.914,3.737,3.985
M,1.363,2.816,4.019
M,10.665,9.792,7.696
M,5.64,5.878,5.012
M,11.199,10.926,8.93
F,12.066,10.989,17.957
M,1.181,2.146,2.73
F,1.221,2.985,3.265
F,3.176,10.903,8.213
F,1.447,2.617,3.944
M,1.785,2.679,3.184
M,3.784,4.585,4.821
F,2.941,70.381,44.77
M,1.793,3.04,27.033
M,1.004,2.775,3.177
M,3.344,4.649,4.233
M,127.202,105.26,64.591
F,1.348,6.622,5.885
F,2.128,6.669,6.785
M,1.282,3.61,3.751
F,2.451,3.215,3.537
F,1.295,2.369,3.354
F,5.842,6.013,9.656
F,1.721,3.942,4.287
F,5.612,29.435,19.907
M,1.177,4.641,4.195
F,4.257,6.086,5.059
M,1.564,2.453,3.391
F,4.261,5.473,5.878
M,27.579,23.42,20.226
M,1.679,2.764,3.091
M,1.229,2.223,4.519
M,2.85,3.706,9.163
F,1.025,2.101,2.887
M,4.664,5.058,5.027
F,1.101,2.145,3.395
M,2.396,3.264,3.417
F,2.756,4.414,5.397
M,9.383,9.918,10.025
M,3.034,3.786,4.394
F,1.865,5.226,5.843
F,7.189,16.11,12.171
F,3.84,4.425,18.328
M,12.739,13.489,9.552
F,7.701,7.759,6.596
M,2.43,3.219,3.39
F,5.302,5.657,7.991
F,1.504,2.504,3.896
F,9.688,9.164,13.249
F,1.287,9.395,7.347
M,2.777,3.704,3.782
M,2.488,4.177,4.182
M,1.851,3.597,6.857
M,1.54,3.2,3.922
F,2.723,3.568,4.697
M,1.075,2.639,4.466
M,1.134,2.382,3.239
F,1.858,4.839,4.394
M,32.952,27.688,18.417
F,6.232,6.649,5.459
F,2.14,3.657,3.665
F,34.334,30.15,20.385
M,8.853,9.134,6.902
M,1.182,4.189,6.895
F,1.688,4.41,4.899
M,1.749,4.437,4.452
M,1.088,4.595,4.522
M,8.068,9.344,7.008
F,3.491,4.188,4.879
F,80.487,69.638,45.02
M,1.998,2.802,3.141
M,6.305,6.529,5.976
F,1.41,3.009,5.227
M,1.499,2.462,4.011
M,2.131,3.395,3.6
F,3.314,4.78,6.071
M,2.199,3.086,3.36
M,12.31,11.302,8.818
F,5.846,7.363,5.9
F,5.392,6.465,7.038
F,2.86,6.166,5.701
F,1.142,27.746,18.166
M,1.765,2.671,3.254
M,2.87,3.825,4.578
F,2.447,5.296,8.752
F,1.07,2.343,4.253
F,5.376,15.952,12.0
M,2.116,3.005,5.767
F,6.521,7.337,8.485
F,1.688,27.28,18.217
M,2.173,4.769,6.658
F,6.044,6.573,5.887
M,1.81,3.426,4.68
F,12.958,14.43,15.426
F,2.398,4.18,4.734
F,1.2,4.594,4.563
M,1.062,2.475,3.611
F,2.497,3.875,3.923
M,13.359,12.711,11.074
M,11.369,10.8,8.06
F,2.63,4.631,4.805
F,1.399,4.245,4.395
M,1.766,2.696,3.456
M,1.178,2.376,2.862
F,13.503,13.076,9.828
M,6.767,6.847,5.824
F,2.056,7.396,10.103
F,1.109,3.043,3.43
F,1.8,38.459,25.247
F,4.152,9.201,7.087
M,1.279,2.384,3.253
M,18.529,16.2,12.701
M,2.498,3.958,5.421
F,1.75,4.275,6.895
F,1.146,3.374,4.13
F,1.631,3.866,4.72
M,1.424,2.681,3.893
F,7.094,17.176,12.204
M,7.173,7.235,6.263
M,3.447,4.099,3.947
F,1.813,4.036,4.315
F,4.525,11.4,8.241
F,1.766,4.671,5.743
F,3.23,5.156,6.662
F,1.93,2.956,3.442
F,1.755,5.449,8.661
M,3.203,9.173,9.22
F,3.877,5.305,7.886
M,1.045,2.074,7.407
F,1.759,2.705,3.581
M,1.765,2.92,3.163
M,1.869,2.778,3.072
F,2.53,4.571,4.773
F,3.194,4.408,4.111
M,1.399,2.389,3.695
F,8.105,8.509,6.51
M,1.003,2.101,3.263
M,1.662,2.566,3.015
M,1.685,2.847,3.295
M,4.888,5.936,5.112
F,1.341,2.304,13.821
F,1.315,2.758,3.143
F,1.203,14.011,10.218
F,5.987,6.824,6.193
F,9.802,9.807,9.171
M,3.861,7.489,6.567
M,7.113,7.164,6.182
F,8.897,14.131,10.901
M,1.445,3.257,4.141
M,10.738,10.404,7.644
F,15.185,14.81,11.676
F,7.738,7.415,6.469
F,2.397,3.652,3.792
M,1.6,2.515,4.069
F,1.425,2.766,3.362
F,1.36,7.23,14.11
F,32.631,30.516,20.147
F,1.559,6.85,21.388
M,8.624,8.506,6.83
M,1.069,2.527,2.949
M,11.175,10.23,8.079
M,4.57,5.056,5.034
M,1.881,2.752,3.59
F,5.61,6.621,5.522
F,1.951,11.285,8.184
F,1.359,4.54,6.732
M,1.094,2.492,3.934
M,1.166,2.207,2.818
M,13.706,12.307,10.063
F,2.683,5.786,5.403
F,8.004,8.076,8.079
M,3.062,3.694,4.273
M,4.781,5.053,9.007
M,1.052,2.171,2.751
M,1.035,2.326,3.992
M,1.071,2.098,2.721
M,1.077,2.076,3.642
F,1.442,3.713,3.884
F,2.649,3.514,5.077
F,1.052,2.836,3.218
F,1.369,3.283,4.35
M,1.83,2.678,3.577
M,1.062,2.267,3.383
F,1.047,110.057,68.245
M,1.549,2.473,3.26
F,3.165,3.935,4.276
F,15.152,13.338,9.722
M,1.809,3.122,4.584
M,1.035,2.537,3.094
F,1.622,8.922,6.81
M,3.127,5.51,5.165
M,2.505,3.354,3.524
F,9.17,17.57,13.669
F,2.031,3.024,6.074
M,7.362,8.955,6.831
F,1.172,2.502,3.651
F,1.7,4.376,5.839
M,7.768,7.631,6.143
F,1.172,7.305,10.54
F,1.684,5.823,5.502
F,4.491,60.946,39.371
M,14.423,12.824,9.13
F,1.818,4.001,10.613
M,1.487,2.625,3.612
F,3.438,4.387,4.508
M,1.316,2.31,2.829
M,1.482,6.289,5.509
M,1.357,2.354,2.995
F,3.247,5.91,5.007
F,1.562,3.105,6.278
M,3.597,4.206,4.38
M,1.114,2.173,2.858
F,1.112,3.682,4.57
F,10.571,11.187,9.932
F,1.295,2.533,3.042
F,1.44,6.216,5.987
M,5.447,5.938,5.085
F,2.341,6.462,5.552
M,1.053,3.023,3.396
M,1.068,2.076,2.931
F,1.275,2.394,5.386
M,1.005,2.443,2.902
F,1.402,4.732,4.625
M,2.109,3.681,6.769
F,1.366,2.388,3.376
M,13.662,12.285,8.935
M,9.111,9.035,6.866
F,42.071,35.567,24.796
M,5.275,7.274,9.87
M,1.251,2.998,3.961
M,3.773,5.05,4.646
F,3.328,4.174,5.215
M,1.122,2.432,4.869
F,1.103,72.544,44.933
M,1.272,2.69,3.066
M,5.882,6.018,5.129
F,5.322,6.679,5.895
F,1.686,329.691,199.895
M,34.38,31.047,20.765
F,3.545,4.067,4.227
F,5.462,7.201,6.938
M,2.943,3.731,6.538
F,3.442,5.984,8.83
F,1.363,5.654,6.83
F,1.729,18.686,18.593
F,3.007,5.216,19.174
F,1.513,15.396,11.627
F,1.796,3.11,4.596
M,5.36,6.155,5.478
F,4.757,5.521,30.594
F,3.756,7.481,6.858
F,7.421,11.787,13.47
M,2.539,3.332,3.911
F,91.124,77.539,48.077
M,3.985,5.001,6.145
M,1.317,3.924,5.752
M,1.016,2.266,2.857
M,1.077,2.077,2.968
F,414.147,333.15,201.691
M,1.185,2.41,2.925
M,1.111,2.134,3.009
M,1.075,2.319,3.314
M,5.34,5.48,4.825
F,1.295,3.157,4.273
F,1.173,5.985,5.432
F,3.089,4.487,4.426
M,1.617,2.802,3.175
F,10.566,10.575,7.926
M,6.248,6.437,6.711
F,5.264,6.21,5.324
M,2.086,2.974,4.221
M,1.352,2.722,3.06
M,1.763,3.175,3.545
M,1.852,3.467,3.552
M,1.307,2.595,3.553
M,2.308,4.351,4.324
F,2.947,3.872,5.22
M,1.248,2.243,3.401
M,1.781,2.666,3.713
M,1.788,2.861,3.274
M,1.14,2.292,2.822
M,8.225,7.88,6.203
F,1.486,2.572,3.291
M,4.906,5.932,5.747
M,1.441,2.506,3.562
M,2.054,2.924,3.219
F,1.104,2.631,2.992
F,1.146,2.329,2.857
M,2.118,3.808,4.002
F,1.727,11.752,9.524
F,1.943,3.23,5.855
M,4.972,5.522,5.533
M,1.781,2.915,4.686
F,1.437,4.673,6.856
M,13.256,11.896,12.191
M,1.921,3.525,3.802
F,2.706,5.193,5.61
M,1.162,2.133,2.703
F,3.365,8.554,7.494
F,1.055,11.299,16.031
M,2.484,3.543,3.954
F,1.24,2.33,2.95
F,1.399,5.856,5.433
M,3.384,4.004,3.831
M,1.283,2.683,3.494
M,1.038,2.567,3.167
M,5.97,7.017,5.722
F,1.151,2.655,18.769
M,5.052,5.254,4.581
F,1.345,6.079,5.081
M,5.368,9.018,6.839
F,2.584,17.642,12.226
F,1.547,4.281,4.826
M,1.098,2.814,3.266
F,4.694,8.768,10.415
M,2.472,3.646,5.286
M,2.864,3.818,3.701
M,1.505,2.469,3.216
M,13.415,12.373,9.618
F,22.958,21.729,14.475
M,1.557,2.753,3.667
F,1.041,8.658,7.433
F,1.695,2.612,3.139
M,1.398,2.753,3.849
M,1.13,3.077,3.294
M,7.762,7.566,6.474
F,1.522,2.628,3.31
M,1.896,5.918,5.588
F,1.187,8.763,7.754
F,1.132,2.17,3.045
F,1.462,5.908,5.538
F,18.612,17.807,12.179
F,102.64,103.711,63.765
M,2.12,3.14,4.031
M,1.687,3.439,5.157
M,1.273,2.837,4.67
M,4.631,5.39,4.812
M,1.614,2.799,3.526
M,1.434,2.644,3.704
F,1.026,3.687,3.771
F,3.698,8.677,8.438
F,1.52,33.325,21.462
F,2.078,5.367,4.636
F,1.038,2.679,3.04
M,2.596,4.375,4.381
F,1.814,5.566,4.915
M,5.62,6.119,7.08
F,5.939,8.385,6.724
F,1.093,5.554,5.779
F,2.733,3.838,6.622
M,1.029,2.119,2.912
M,4.375,5.689,5.354
F,3.059,3.929,4.166
M,1.549,2.744,3.338
F,80.36,67.815,43.354
F,22.936,22.117,15.157
F,1.372,8.487,7.927
M,2.622,3.722,5.76
F,2.718,3.424,3.821
M,1.643,2.6,3.588
M,1.332,3.277,4.072
M,3.509,4.086,4.365
M,12.498,16.746,11.997
M,2.17,6.709,5.803
F,2.554,4.873,4.733
F,10.979,10.152,7.518
M,2.539,3.397,3.643
M,5.653,5.911,4.969
F,56.595,48.931,33.504
M,1.32,2.706,4.533
F,1.585,7.424,6.337
F,2.07,3.528,3.626
F,1.996,9.032,6.844
F,1.255,2.278,3.559
M,1.137,3.075,3.811
M,1.978,5.128,4.576
F,2.089,4.282,6.037
F,1.548,2.809,5.264
F,4.66,4.935,4.555
F,2.5,9.194,11.587
F,1.912,19.935,16.369
M,1.997,2.906,3.164
F,1.139,2.163,5.07
M,2.02,3.424,3.935
M,11.18,10.563,8.089
F,4.722,5.009,5.08
F,1.006,4.723,118.85
F,2.268,4.784,4.976
M,1.027,2.186,3.158
F,5.328,50.066,35.461
M,3.214,3.781,4.459
M,12.917,11.983,8.823
F,1.914,4.445,5.293
M,1.972,3.007,3.879
M,5.518,5.892,6.463
M,1.906,3.351,4.348
F,1.227,4.375,5.347
M,2.156,3.074,7.359
M,13.036,12.033,8.85
M,27.369,24.627,16.568
F,6.005,6.28,7.939
F,8.837,8.489,6.644
M,2.182,3.66,3.827
F,1.571,6.424,6.386
M,1.006,2.074,2.783
M,2.311,4.319,4.174
M,3.917,4.536,4.125
F,2.677,4.285,6.386
M,1.79,2.933,3.51
M,14.576,12.889,9.228
M,1.56,3.883,5.013
F,2.727,3.733,3.738
M,4.222,6.124,5.725
F,5.818,5.875,6.129
M,1.604,2.579,2.987
F,2.066,4.106,5.292
F,3.929,7.423,6.748
M,4.643,5.383,4.891
M,2.646,3.421,3.808
F,7.404,7.759,50.118
F,1.081,7.607,6.302
M,2.011,4.129,4.51
M,1.66,3.121,3.376
M,2.462,3.365,3.656
M,3.134,4.444,4.1
M,8.767,8.237,7.54
M,6.784,7.122,5.973
M,1.378,2.539,2.952
F,1.023,4.264,10.193
F,2.636,3.358,4.342
M,2.808,3.54,3.526
F,1.965,2.998,4.241
F,1.711,3.432,3.854
F,11.784,11.429,11.589
M,1.546,2.964,3.19
M,2.999,4.106,3.971
F,9.338,35.546,22.863
M,50.374,42.726,27.471
F,1.259,2.706,3.691
F,2.634,3.459,4.046
M,1.071,2.267,2.777
F,1.038,15.174,12.412
M,1.384,2.499,2.927
M,1.649,2.8,3.124
F,1.798,2.717,3.045
M,1.824,2.919,3.309
F,2.422,4.102,5.648
F,1.777,8.556,7.19
M,2.959,8.382,6.559
F,1.183,3.012,3.631
M,66.515,54.732,34.939
M,1.071,2.457,2.99
M,21.791,18.989,12.949
