G,U,X,Y
F,-0.743,2.068,7.177
M,0.998,3.838,5.634
M,0.043,3.611,3.587
F,-2.293,-1.316,1.504
M,0.795,3.195,5.865
M,-2.076,2.602,6.211
M,-1.154,1.555,6.126
M,2.242,5.969,10.179
F,0.341,-0.656,3.068
M,0.005,4.309,7.633
M,0.284,1.421,3.901
M,-0.437,0.81,5.071
M,1.337,4.41,7.492
M,-1.839,1.841,5.68
M,0.36,1.516,6.779
F,-0.086,-0.996,1.53
F,0.557,2.595,5.083
M,0.572,4.81,8.127
F,0.611,1.707,3.204
F,-0.308,0.427,3.985
M,0.014,3.31,7.305
F,-0.267,0.104,3.018
M,-1.235,2.683,5.742
F,3.023,3.3,2.959
M,0.34,2.453,7.19
F,0.526,1.747,6.707
F,1.263,1.709,2.819
M,0.177,0.038,3.272
F,-1.485,2.584,2.83
M,-0.699,5.201,8.429
F,-0.728,-0.983,0.389
F,-0.694,0.046,5.268
F,1.545,2.364,4.19
F,-0.275,0.882,3.872
M,-0.217,1.246,4.597
M,-0.742,4.151,6.078
M,-0.917,2.899,6.428
F,1.575,1.59,1.831
F,-1.618,0.471,4.175
M,-0.825,2.897,3.435
M,-1.071,3.389,7.958
F,0.87,1.654,0.516
F,-1.199,-0.088,0.626
F,-0.815,-0.754,2.531
F,1.292,2.757,5.021
M,-0.463,4.103,8.424
F,-0.384,-0.923,3.613
F,1.065,0.748,3.026
M,1.667,4.346,6.317
F,-0.121,0.834,3.58
F,-1.5,-0.936,2.724
F,1.232,0.02,4.039
F,-0.695,1.15,2.755
M,-0.574,3.259,2.952
M,-0.178,4.36,6.599
F,-0.927,0.47,0.579
M,0.53,2.44,4.126
F,-1.195,-0.639,1.547
F,-0.478,-0.817,0.757
M,-0.528,4.937,5.498
F,-0.973,2.324,4.034
F,0.463,2.677,4.47
M,0.45,3.213,6.686
M,0.995,3.901,5.913
F,0.273,1.297,3.205
M,0.169,5.036,2.812
M,-0.611,2.887,6.392
F,-0.95,2.021,2.293
F,1.882,3.592,6.777
M,1.791,5.886,4.32
F,-1.174,-1.345,3.198
M,0.098,4.226,8.269
M,-1.161,1.435,6.997
M,-0.35,2.04,5.207
M,-0.891,5.119,8.868
F,1.079,2.365,3.214
M,0.544,4.488,7.655
F,0.656,3.669,5.02
F,-2.497,-0.964,1.928
M,0.457,4.059,7.546
F,0.075,0.118,2.91
M,0.062,5.581,7.867
F,-0.231,-0.365,1.084
M,0.113,3.949,9.967
M,0.634,5.282,6.148
F,-0.439,-1.128,1.405
M,0.625,4.462,6.39
M,-1.344,4.251,6.978
F,0.363,2.367,1.66
F,0.989,-0.212,3.284
M,1.361,5.444,8.761
M,-1.623,1.805,3.839
M,0.354,1.965,4.693
M,1.21,4.487,7.203
M,0.726,1.991,6.193
M,-0.41,3.926,6.979
M,0.488,4.772,6.522
F,-0.666,2.098,7.396
M,-0.306,5.091,9.047
M,-0.122,2.73,5.237
F,0.929,5.199,6.569
M,-0.958,3.928,6.313
M,0.764,3.667,6.518
F,-2.647,-2.382,0.934
F,-0.807,0.11,2.4
F,0.209,2.927,4.249
M,-2.191,0.866,5.73
F,0.82,3.096,3.874
M,-1.646,0.739,4.747
F,0.184,1.813,5.706
F,-0.442,0.406,4.354
F,-0.366,2.64,4.454
M,0.726,4.265,5.477
M,-1.04,2.97,7.985
M,0.382,5.615,6.871
M,-1.36,1.498,6.53
F,-1.367,-0.423,1.984
M,0.227,2.135,3.88
M,1.066,5.537,5.539
F,0.725,3.238,5.284
M,-0.043,2.699,4.322
F,-0.833,0.956,2.769
M,0.599,2.849,5.269
F,-0.154,1.355,2.274
F,0.807,3.35,4.966
F,-0.137,1.321,5.531
M,-0.341,1.796,4.388
M,0.686,2.806,6.762
F,-0.073,2.203,4.307
M,0.489,4.073,8.941
M,1.498,3.288,6.68
F,-0.865,0.843,1.317
M,0.169,4.741,7.542
F,-0.129,1.417,4.836
M,-0.922,3.277,5.42
M,-0.36,6.12,8.897
M,0.927,5.638,7.429
F,0.008,2.933,4.661
F,-0.338,1.81,0.243
F,0.868,0.839,6.32
F,0.125,1.303,3.155
F,0.465,0.502,2.984
F,1.146,2.694,4.997
F,1.249,3.956,5.952
M,-0.418,4.083,9.342
M,-2.561,2.577,5.828
M,0.568,6.105,7.091
M,-0.621,2.5,3.816
M,1.747,6.716,8.942
M,0.385,4.225,6.972
F,1.469,3.674,3.719
M,-1.132,2.633,6.761
F,1.192,1.785,4.368
F,-0.661,1.955,3.77
F,0.404,1.736,1.598
F,-1.474,-1.453,0.167
M,1.101,4.729,8.776
F,-0.492,2.405,3.103
F,-0.177,-0.073,3.63
M,-1.282,1.259,6.073
F,-1.043,-0.184,1.891
M,0.324,4.399,6.904
F,-0.762,0.828,0.798
F,0.31,-0.854,4.893
M,-0.564,3.128,5.207
F,-0.092,1.247,4.908
F,-0.585,0.764,1.713
F,0.637,1.049,4.826
M,1.049,6.132,7.702
M,-1.92,1.794,8.161
F,1.249,2.986,1.516
F,0.585,1.661,1.987
M,-0.847,2.269,6.479
M,1.357,4.455,10.761
F,-0.096,1.58,3.906
M,1.245,4.028,6.312
M,-0.14,4.231,6.959
M,0.845,5.155,4.127
M,0.413,5.056,10.325
M,0.716,1.017,3.611
M,1.443,5.207,8.105
F,1.572,3.084,4.459
M,0.692,3.093,6.847
M,1.407,3.836,5.259
F,-0.413,0.246,1.52
M,1.089,2.91,8.011
M,1.361,4.683,7.953
M,-1.098,1.768,4.149
M,-0.276,3.223,6.29
M,0.556,4.044,6.713
F,0.884,0.662,1.256
M,-0.351,2.565,5.611
M,-0.977,2.807,3.464
M,-0.74,2.766,4.876
F,0.29,2.269,4.609
M,0.141,3.876,7.242
M,-0.48,5.102,7.63
F,-0.308,2.19,4.666
M,0.027,2.039,2.308
F,1.21,3.241,4.073
F,0.248,0.695,1.684
F,1.163,5.512,5.334
M,-0.085,0.786,4.091
F,-0.228,0.816,3.798
M,0.27,4.51,6.901
F,1.245,1.21,4.479
F,-0.131,1.504,0.623
M,1.41,3.99,7.217
F,1.041,0.676,2.349
M,-1.609,3.445,7.765
F,-0.517,0.051,4.084
M,0.897,3.587,4.714
M,1.04,4.169,7.781
M,2.285,5.769,6.771
M,-1.075,3.543,6.237
M,0.08,2.623,6.114
M,-1.229,4.534,5.838
M,-0.071,3.358,7.318
F,-0.857,-2.171,-0.824
M,1.118,3.807,6.768
F,0.511,1.213,3.93
M,0.694,2.868,7.883
M,-0.818,3.59,6.077
M,-0.678,5.628,11.073
M,-0.774,4.772,7.027
F,-0.365,0.748,3.595
F,0.632,2.617,2.953
M,-0.627,1.911,5.587
F,-0.662,2.708,5.996
F,-0.567,-0.578,3.042
F,0.25,1.116,6.091
F,1.189,1.134,2.068
M,-1.924,2.68,6.845
M,-0.354,4.461,9.445
F,-1.052,0.191,2.193
F,-1.829,-0.011,3.448
M,-1.269,4.29,7.046
F,-1.309,-0.583,0.802
M,-0.03,3.163,7.513
M,1.26,5.567,6.726
F,-0.445,1.2,3.411
F,-1.762,-0.96,3.356
F,-0.805,0.665,4.798
F,0.52,2.077,4.572
M,0.272,1.535,5.59
F,0.235,0.222,2.363
F,-0.687,1.702,1.657
M,0.266,4.054,5.353
F,-0.033,0.751,1.772
F,0.574,3.306,4.089
M,-0.579,2.786,3.879
M,-0.824,2.184,2.038
M,-1.287,2.336,7.129
F,1.135,1.413,2.542
M,-2.136,2.246,4.742
F,0.452,2.023,4.157
F,-2.15,-0.707,2.508
M,-0.411,2.938,4.107
M,-1.163,2.949,6.659
M,0.13,4.584,4.938
M,-0.25,3.186,7.062
M,-0.026,3.798,8.446
M,0.939,5.227,7.13
F,-1.305,0.362,3.002
M,0.69,4.115,6.647
M,0.698,4.415,6.47
M,1.07,4.827,5.9
F,-0.289,1.848,2.133
M,-0.41,2.065,4.059
M,0.153,3.164,5.418
M,1.32,6.397,6.692
M,0.31,4.814,6.97
F,0.41,2.525,4.671
F,-0.735,1.309,3.026
M,-0.913,4.551,5.415
F,-0.722,1.119,2.403
F,-0.423,3.581,3.091
F,-0.248,2.088,3.678
M,0.548,4.36,4.384
F,-1.143,-0.031,3.575
F,0.339,0.088,3.112
F,0.235,1.141,2.78
M,0.039,6.141,7.226
M,0.818,4.208,9.01
F,1.583,1.861,4.303
F,0.721,1.573,3.558
M,0.09,5.716,9.249
F,-0.319,3.822,4.654
M,-0.397,2.847,5.592
M,0.91,4.224,9.238
M,1.965,6.706,9.073
M,0.105,4.407,9.001
M,-1.223,2.952,5.794
M,-0.015,1.511,6.864
M,-1.292,1.374,3.722
M,-0.746,3.339,6.288
M,0.978,3.944,7.607
M,0.619,4.066,5.335
M,0.408,5.396,5.912
F,-0.705,0.882,1.654
M,0.154,3.27,5.455
M,-0.064,4.512,6.486
M,1.257,2.236,5.279
M,0.957,4.139,7.403
M,-0.583,3.016,7.125
F,0.109,1.217,2.942
M,0.548,4.697,6.404
F,0.35,1.866,7.041
F,-0.225,1.916,3.935
F,0.827,2.438,4.185
F,-0.017,1.072,3.022
M,0.622,4.096,7.2
M,-0.298,3.89,6.066
F,1.215,1.705,1.205
F,1.115,1.753,1.487
M,-0.451,1.732,6.11
F,2.221,3.81,5.021
F,-1.829,-1.262,3.926
M,2.643,5.229,9.035
M,-0.144,2.199,3.228
F,-0.061,2.787,5.943
M,-0.283,2.843,6.944
F,1.063,0.478,2.607
M,-3.182,1.767,4.22
M,0.44,6.128,6.664
F,0.75,0.286,3.354
F,2.559,4.49,7.462
F,-0.997,-1.531,2.76
M,-0.272,5.739,7.653
M,-0.09,2.081,6.516
M,0.628,4.545,7.948
M,-0.026,3.064,6.082
M,-0.971,3.528,7.174
F,0.023,0.701,4.278
M,-0.014,3.026,3.982
F,-1.657,0.383,1.012
F,-0.138,2.378,4.564
M,0.725,3.637,5.158
M,-0.742,2.453,6.141
M,0.973,3.839,6.358
F,0.41,1.809,3.117
M,0.048,5.406,6.818
F,0.098,2.273,3.153
F,0.302,0.413,2.388
F,-0.359,2.233,2.536
F,0.535,1.89,5.01
F,0.536,1.547,3.191
M,0.754,2.871,5.405
M,0.751,3.14,8.942
M,0.526,5.449,6.545
M,1.338,5.707,8.883
M,-0.298,2.411,3.294
F,1.853,1.344,4.409
M,-1.128,2.653,6.855
F,-0.05,0.2,1.975
M,-0.733,3.083,8.683
F,-0.646,-0.037,2.394
F,-0.502,2.895,5.254
F,-2.212,-0.693,1.277
F,-0.981,1.262,1.968
F,0.801,2.907,4.978
M,-1.008,4.538,6.969
M,0.624,5.113,9.964
F,-0.855,1.274,5.245
M,-0.274,5.958,7.618
F,-0.116,0.665,3.894
M,0.085,4.402,8.897
F,-0.377,1.622,4.698
M,-0.326,2.257,6.125
M,-0.036,5.795,8.505
F,-1.082,3.225,6.242
M,0.327,4.467,8.892
M,0.553,3.5,4.397
F,-0.385,0.959,2.338
M,-0.162,3.472,5.888
F,-1.955,0.59,3.598
F,-1.779,-0.718,2.904
M,-0.117,2.063,3.632
F,-0.249,0.411,2.243
F,2.14,4.112,4.432
M,0.559,3.32,6.965
M,0.623,2.74,5.529
M,-1.882,3.499,5.862
M,1.461,5.585,7.473
F,-0.371,2.705,2.357
F,0.004,3.682,5.937
F,0.305,1.56,6.793
F,-0.071,1.46,4.174
F,-0.124,1.058,1.679
F,0.43,2.293,3.884
F,0.453,0.59,1.445
M,0.643,2.248,5.682
F,-0.112,1.354,3.674
F,0.916,2.287,7.555
F,-1.134,0.985,6.459
M,-0.545,3.4,7.802
F,0.288,2.533,4.627
M,-0.219,2.243,4.582
F,1.219,0.044,0.485
M,-1.15,3.358,4.149
M,0.557,5.908,6.634
F,1.384,2.457,7.037
M,-0.162,4.337,9.428
F,0.705,3.114,2.611
M,-1.241,3.483,6.985
M,-0.986,0.68,4.494
F,1.324,2.764,5.984
F,0.363,0.766,4.928
M,0.298,4.417,6.811
M,-1.299,2.083,5.377
M,-0.268,1.835,4.234
F,0.136,0.453,2.672
M,-0.196,3.36,5.166
F,0.266,1.445,4.079
M,-0.153,1.255,2.725
F,1.253,2.565,6.068
M,1.885,5.746,7.325
M,-0.088,3.333,7.73
F,1.781,3.062,4.436
M,-0.472,2.901,5.669
F,-0.93,0.494,2.393
F,-0.318,0.207,4.972
M,1.274,1.612,5.724
F,1.09,3.111,1.45
M,1.081,3.397,9.108
M,-0.7,1.317,1.574
F,0.75,2.649,3.947
F,2.178,1.968,2.447
F,2.202,1.979,5.052
F,0.212,-0.646,0.806
M,1.677,5.216,8.558
M,-1.211,4.034,5.689
F,-1.553,1.622,3.636
M,-1.305,3.002,4.592
F,1.929,0.078,2.869
F,-1.353,1.38,5.532
F,1.047,1.589,5.085
F,0.231,2.744,4.28
F,-1.396,0.586,0.591
F,-0.606,1.416,4.11
M,-1.859,2.547,6.987
M,1.029,6.049,5.931
F,-0.139,0.276,4.059
F,2.371,2.539,4.732
M,1.1,5.433,8.465
M,-2.101,5.465,7.582
F,0.681,1.943,2.664
M,-1.626,2.572,3.939
F,-0.624,1.709,3.878
M,0.698,4.356,5.739
F,-1.864,1.233,1.779
F,0.466,3.936,2.53
M,-0.219,4.098,6.287
F,-1.347,0.479,2.391
M,-0.953,2.427,3.315
F,0.273,0.512,3.41
M,1.34,3.515,6.482
F,-0.56,0.671,3.295
F,2.577,2.916,7.998
F,-0.563,1.868,6.89
M,-0.377,2.728,6.548
M,0.035,3.877,7.655
M,1.404,3.579,4.748
M,0.023,1.356,6.739
M,-0.006,3.387,5.811
M,0.632,4.194,7.644
M,-1.902,2.941,3.127
M,1.561,4.725,7.777
F,-0.197,0.439,2.667
M,-0.725,2.214,5.217
F,-1.026,1.707,3.352
F,-0.458,0.244,4.485
F,-0.644,1.068,-0.757
F,-1.096,-0.07,3.432
M,-0.09,2.825,3.683
F,-1.476,-1.903,1.413
F,1.612,1.032,4.511
M,1.163,3.951,7.193
M,-1.78,-0.476,4.213
M,0.015,4.244,5.297
M,-0.597,4.483,6.996
M,1.05,2.45,5.581
M,0.37,4.021,7.08
M,-0.374,4.473,4.249
M,0.021,4.38,9.377
F,-1.048,0.261,2.013
F,1.041,3.057,7.455
F,0.321,0.037,1.871
M,0.331,3.827,8.475
F,-0.695,0.792,2.957
M,-0.708,3.255,7.935
M,0.935,6.096,9.901
M,-0.145,2.255,4.868
F,1.115,2.394,4.639
M,-0.865,1.104,5.124
M,-0.457,3.4,7.135
M,0.301,2.438,7.43
F,0.926,1.398,2.796
M,2.063,6.481,8.804
F,0.275,-0.684,4.156
M,-0.296,2.485,5.57
M,-2.655,0.362,5.038
M,1.28,4.6,6.861
M,0.111,4.102,8.338
F,-0.684,2.138,4.709
F,0.472,1.86,2.946
M,0.934,4.35,6.191
F,-0.73,1.527,0.812
F,-0.28,-0.009,3.471
F,0.123,-2.201,1.52
M,0.612,3.449,6.987
M,0.584,5.495,8.745
M,1.753,4.452,6.145
M,-1.054,4.19,6.371
F,-1.262,0.914,2.973
M,0.412,2.767,4.637
M,-0.645,2.513,9.368
F,-0.247,0.385,2.019
F,-0.715,-0.114,2.42
F,1.311,1.68,3.581
M,0.611,3.092,5.559
M,-0.164,4.411,7.065
M,0.488,5.208,7.82
F,-0.348,0.771,4.041
F,0.16,4.994,4.444
F,-0.416,0.207,2.116
F,0.129,2.16,4.311
M,1.799,2.768,4.421
F,-0.885,-1.463,3.475
M,0.399,4.109,6.747
M,-1.774,2.529,5.939
F,-0.343,2.296,5.064
M,1.891,7.086,9.53
F,0.072,1.29,5.34
M,-1.654,1.557,2.643
F,-1.631,2.158,3.622
F,-0.467,1.427,1.179
F,1.187,3.114,2.972
F,-0.792,0.066,4.188
F,0.458,2.661,3.569
F,0.252,0.242,3.381
M,-0.954,-0.802,3.488
F,1.261,2.421,3.691
F,0.439,0.622,1.718
F,-1.326,-0.798,2.211
F,-1.037,1.062,2.939
F,-0.22,1.201,3.388
F,-0.617,0.306,4.519
M,-1.018,3.322,4.371
M,-0.41,1.934,5.657
M,0.108,2.799,7.63
M,-0.654,2.839,5.986
M,0.76,4.541,3.619
F,1.35,2.285,3.106
M,-1.693,1.38,7.306
F,-1.522,-0.95,0.987
M,-2.048,2.405,5.845
F,0.473,0.569,3.148
M,1.327,5.192,5.984
M,-0.089,3.089,4.711
F,0.33,1.751,3.888
M,0.199,4.668,4.929
F,-0.47,2.992,5.899
F,0.221,0.95,3.868
F,-1.574,-0.899,1.73
F,1.784,3.117,2.471
M,0.333,4.947,6.668
F,-0.435,1.936,2.823
F,-0.104,0.968,2.739
M,1.839,6.425,8.409
M,0.368,3.475,6.7
F,0.632,2.583,3.548
M,-1.596,4.164,4.566
F,0.021,0.911,3.357
F,-1.06,-0.69,0.594
M,0.169,5.162,7.047
M,-0.102,4.894,6.907
F,0.346,3.151,6.349
M,2.14,4.847,6.371
F,-2.709,-0.248,3.366
M,-3.336,2.375,6.631
F,2.472,4.663,6.721
M,0.505,4.137,6.646
M,-0.002,2.95,6.683
F,-0.378,0.326,4.157
F,-1.851,-1.064,3.0
M,0.02,3.072,6.837
F,0.526,0.132,1.16
F,0.03,0.646,6.858
M,1.153,6.814,7.294
M,-0.66,2.075,6.815
M,-0.767,2.314,3.982
F,0.918,1.529,3.173
M,-2.053,3.414,3.892
F,-0.571,-0.065,2.73
F,-0.833,2.782,4.447
M,0.53,4.698,8.839
F,0.17,2.878,5.266
F,-1.187,-0.663,3.301
M,2.67,6.466,8.332
F,-0.302,1.59,5.992
F,0.086,0.836,3.705
M,0.648,4.094,6.337
F,0.42,1.515,2.347
M,0.084,6.938,8.415
F,1.303,2.363,3.797
M,0.662,4.235,6.178
F,-1.595,0.435,1.931
F,1.136,1.8,4.956
F,-1.261,0.671,5.78
M,1.047,5.131,10.679
M,1.18,5.179,6.386
M,-0.103,4.94,6.779
F,1.105,3.969,5.822
M,-1.271,3.334,7.38
F,0.087,-0.316,-0.007
M,1.311,4.202,7.092
M,-0.315,2.458,6.903
F,0.795,3.042,5.464
F,-0.652,0.981,3.194
F,2.393,0.421,3.217
F,-0.638,1.573,1.734
F,-0.19,0.155,0.116
M,0.754,4.51,6.268
M,-0.601,0.586,4.039
M,-0.475,5.007,7.561
F,0.493,1.437,2.416
F,-0.395,0.997,2.82
M,-0.706,3.464,7.371
M,-0.471,4.849,6.867
M,-0.643,2.452,3.368
F,1.1,2.191,4.068
F,1.215,3.512,4.15
F,0.654,1.587,2.905
M,0.138,5.37,9.115
M,0.267,3.399,7.734
M,-0.451,3.164,5.843
M,0.767,3.445,6.544
F,0.307,0.633,0.04
M,-1.04,2.792,6.373
M,-1.077,1.112,5.954
F,-0.358,-1.214,0.416
F,1.454,0.781,3.011
M,-1.422,1.394,4.367
M,0.347,4.643,5.603
F,0.209,-0.932,1.141
F,0.584,0.857,5.31
M,-1.434,-0.344,4.147
M,-0.671,2.975,4.9
F,0.251,4.562,7.546
M,0.832,4.092,7.832
M,0.587,5.206,7.98
M,-0.5,3.352,7.737
F,-1.182,0.966,5.488
F,-0.305,1.259,1.009
F,-1.035,-0.577,2.373
F,-0.67,0.534,2.568
F,-0.878,0.476,2.002
F,-0.876,2.645,2.486
M,1.382,3.789,6.715
F,1.104,1.648,1.85
M,0.512,4.892,5.324
F,0.234,-0.934,1.319
F,0.702,2.947,3.972
F,1.136,0.625,3.865
F,-1.069,0.717,3.04
M,0.136,2.128,3.984
M,-1.262,1.112,5.804
F,0.196,3.067,3.194
F,-0.712,0.702,3.223
F,0.431,2.112,3.528
F,-0.807,3.344,5.646
F,-3.667,-1.312,1.88
F,1.225,2.703,5.104
F,-1.853,-0.555,3.883
M,-0.879,0.408,3.421
F,-1.155,2.801,1.976
F,1.336,3.02,4.138
F,0.692,4.175,5.626
F,0.191,0.85,1.938
F,-2.177,-0.404,2.58
F,-0.233,2.992,5.112
F,0.159,1.977,1.964
M,1.731,5.479,7.066
F,0.21,3.629,3.713
F,-0.422,0.729,3.643
M,0.641,3.544,4.607
M,3.659,6.393,9.699
M,-1.68,2.648,6.69
F,2.157,4.227,5.983
M,-0.957,1.914,4.142
M,2.13,4.834,9.332
F,1.655,3.45,4.599
F,1.417,3.486,5.696
M,-0.118,2.754,6.711
M,-1.379,3.005,5.79
M,-0.184,3.728,6.457
F,-2.551,-1.491,4.435
F,-1.89,-1.904,1.624
F,-0.211,2.806,6.858
M,1.793,4.414,6.55
F,-0.438,-1.36,3.853
F,-1.662,-1.273,0.977
M,-0.512,2.544,4.907
M,-1.797,2.82,6.389
M,-1.277,1.001,4.528
F,1.496,3.936,7.951
M,-0.41,2.258,5.387
M,0.279,5.957,7.339
F,-0.669,1.012,1.471
F,-0.298,0.153,4.384
F,-0.537,0.412,4.031
M,0.633,4.573,4.297
M,-0.338,3.384,6.446
M,0.136,2.85,8.403
M,0.506,4.166,6.78
F,-2.731,-3.158,0.623
F,0.576,2.757,5.635
M,0.037,3.709,7.464
F,0.495,0.078,3.613
F,1.309,2.601,3.15
F,-0.693,0.892,2.793
F,0.516,1.538,3.773
M,-2.829,2.618,6.717
F,1.406,3.101,4.715
F,-0.856,1.084,4.944
F,-0.57,-2.118,1.96
F,0.148,1.531,3.171
M,0.289,2.761,4.123
M,-1.778,2.581,5.621
M,0.62,5.267,7.823
F,0.91,3.262,5.808
M,0.269,1.889,5.604
F,0.089,1.67,3.195
F,-0.068,0.502,3.443
M,0.837,3.779,7.272
M,1.088,4.332,6.923
M,-0.742,1.914,5.779
M,-0.374,1.632,6.673
M,-1.679,1.488,3.348
M,0.15,2.859,4.106
F,-0.947,0.72,5.225
M,-0.174,4.642,8.488
M,-0.715,2.151,4.481
M,0.554,3.163,4.37
F,-1.119,0.434,2.541
F,0.625,1.892,2.073
F,0.612,1.372,3.387
F,0.149,0.505,6.315
M,0.722,3.948,6.365
M,-0.667,4.832,7.211
F,0.535,0.495,0.369
F,-0.078,3.091,3.309
M,-0.431,2.157,3.352
F,-1.477,-0.397,1.847
F,0.626,1.732,4.67
F,0.504,3.066,7.028
F,-2.077,0.712,3.013
F,0.823,0.723,3.919
F,-0.202,1.295,2.045
M,-0.063,2.188,6.569
F,0.722,2.613,6.64
F,2.427,1.926,3.244
M,-0.485,1.282,5.22
M,0.77,2.763,4.718
M,0.747,3.243,4.186
M,-0.187,2.352,4.521
M,-1.335,0.619,4.335
F,0.803,2.119,1.778
M,0.513,2.806,3.925
M,0.362,4.535,6.552
F,-0.08,1.506,3.25
M,1.648,4.924,7.899
F,-0.236,1.615,5.734
F,-1.134,0.863,4.191
F,-1.148,0.398,6.931
M,-0.286,4.969,8.709
F,-1.718,-0.768,3.059
M,0.042,0.446,3.649
F,0.728,0.7,4.702
F,-0.509,1.791,3.325
M,0.295,0.747,6.021
F,2.025,1.466,4.048
F,0.985,1.94,4.514
F,-2.213,-2.244,2.87
M,0.121,2.486,6.164
F,0.901,0.605,3.744
F,-1.794,1.217,1.528
M,-1.163,4.233,5.407
F,0.606,1.687,4.162
M,-1.392,2.211,4.583
F,0.066,0.308,4.389
M,-1.525,3.808,9.026
M,-0.844,0.778,5.079
M,-1.403,3.233,7.312
F,-1.127,0.563,3.93
F,0.661,1.948,4.71
F,0.524,-0.161,4.93
F,-0.554,-0.024,3.583
F,0.515,2.36,3.859
F,-0.049,0.16,1.235
M,1.934,5.486,7.6
F,1.06,2.514,2.165
F,-0.228,2.326,4.475
F,0.175,3.592,3.958
F,-0.399,1.85,4.496
M,0.201,3.941,5.562
M,0.421,4.98,9.492
M,1.162,5.008,5.673
F,-0.148,1.696,3.722
F,1.678,2.466,3.74
F,0.383,2.875,3.527
F,-1.479,1.116,5.016
M,-1.001,3.361,4.903
F,0.92,1.254,4.537
M,-0.373,1.349,5.815
F,2.178,2.134,3.76
F,1.065,3.24,4.864
M,-0.355,3.155,6.827
F,1.286,1.747,2.619
F,-0.041,0.556,2.085
M,0.729,4.709,7.031
M,-0.7,3.205,5.498
M,-0.952,5.661,10.48
M,1.498,5.076,8.06
M,-0.841,3.481,5.119
F,1.578,1.658,1.204
M,-0.848,1.781,3.927
F,-0.255,1.834,3.163
M,0.726,5.559,9.372
F,-0.898,-1.171,1.365
F,1.992,2.602,3.527
M,-0.055,3.873,6.46
F,0.242,1.162,2.778
F,-0.071,2.135,4.737
M,-0.82,1.386,3.633
M,-2.036,0.939,4.005
M,-0.175,2.692,5.028
F,1.001,4.014,5.123
M,-1.148,0.386,4.87
F,0.643,3.33,4.245
F,0.328,0.21,2.556
F,-0.812,0.939,5.369
F,-1.075,0.134,3.648
M,0.347,5.627,5.481
F,0.08,0.012,1.08
F,0.105,-0.525,4.42
F,1.645,2.624,4.519
M,-0.669,1.594,3.676
M,0.289,3.088,5.829
F,0.19,0.324,4.328
M,1.978,5.428,6.654
F,0.067,1.571,2.819
M,-0.02,2.568,6.566
M,-0.32,3.643,8.559
M,1.07,5.662,6.486
F,0.588,2.209,3.937
M,1.494,4.76,8.486
F,-0.229,1.291,5.463
M,-0.676,2.906,5.534
M,-0.968,3.231,8.72
M,0.39,4.107,5.25
F,0.994,1.212,2.803
M,0.174,4.664,6.708
M,1.241,5.01,3.88
F,0.233,1.323,1.346
F,-0.401,0.868,5.466
M,0.078,5.665,8.356
F,0.123,3.337,5.954
F,0.401,1.376,5.483
M,-1.127,1.729,5.832
F,1.727,2.408,5.128
F,-0.318,1.71,5.17
F,1.16,0.563,-0.264
F,0.539,-0.544,0.466
F,0.593,1.46,4.463
F,0.071,1.82,4.468
F,-1.484,-2.977,0.871
M,-1.538,0.15,4.637
M,2.366,4.823,7.791
F,0.409,3.135,4.116
M,-1.491,3.687,7.962
M,-0.21,1.561,5.061
F,-1.207,-0.873,0.991
F,0.191,2.492,2.375
M,0.911,4.861,8.974
F,0.338,1.81,3.377
M,-0.882,2.66,4.805
F,-1.722,-0.176,4.288
M,-0.771,2.755,6.192
M,-0.56,3.015,6.662
F,-1.041,2.696,3.339
F,-0.483,2.117,2.909
M,2.758,4.662,6.236
M,-0.79,1.934,4.409
F,0.239,0.832,3.518
F,-0.168,-1.069,3.997
F,-1.521,-0.618,2.631
F,-0.991,-0.405,3.03
M,-1.263,3.473,7.987
M,1.89,2.955,6.72
F,-1.336,2.004,2.814
M,-0.202,4.923,8.67
M,1.126,4.396,6.641
F,-0.629,-0.118,-0.775
F,0.66,2.133,3.836
M,-0.031,4.647,5.207
F,0.337,1.179,4.166
M,0.849,5.298,9.351
M,0.908,2.852,5.619
F,0.791,1.51,2.911
F,0.539,1.467,3.692
M,-0.403,3.348,7.839
F,-0.36,-1.147,2.092
F,0.939,1.255,2.752
M,-0.934,1.66,5.064
F,-1.59,-0.39,5.134
M,1.087,5.026,5.78
F,1.576,3.368,6.265
M,-0.985,1.962,3.729
F,-0.475,0.941,3.697
M,-0.472,4.551,6.709
F,-1.012,1.151,5.957
M,-0.384,3.645,7.073
F,-0.027,1.503,4.609
M,0.034,5.676,8.339
F,1.663,3.631,3.13
F,0.72,3.491,4.236
M,-0.9,3.282,8.11
M,-0.176,2.634,6.399
F,-1.838,1.581,3.088
F,-0.571,1.73,3.551
F,-0.626,0.211,2.694
M,-1.033,3.615,6.991
M,-0.225,3.653,8.089
F,-1.404,0.099,3.449
F,-0.679,-2.197,0.94
F,-1.221,-0.143,2.535
M,0.572,4.323,7.227
F,-0.803,1.716,1.16
M,-0.478,4.49,5.419
M,-0.294,2.015,3.919
F,0.628,-0.541,1.14
M,0.151,4.677,8.941
M,0.434,3.747,6.725
F,-0.366,1.979,4.178
M,1.259,5.267,5.753
M,-0.336,0.594,4.285
F,-0.216,0.958,3.102
F,-0.029,-0.68,1.206
M,0.718,5.249,7.593
F,0.291,4.672,5.034
M,-0.412,2.979,7.71
M,-0.012,3.583,6.856
F,-1.093,-3.012,2.778
F,-0.479,-0.185,2.441
F,1.073,2.672,5.156
F,-0.458,1.112,1.49
